,x,y,cuisine
0,16.981616973876953,-42.09054946899414,greek
1,-16.94945526123047,0.48165518045425415,southern_us
2,22.384937286376953,-5.312603950500488,filipino
3,-8.817953109741211,19.032686233520508,indian
4,36.42844772338867,27.332454681396484,indian
5,-42.713497161865234,18.57232666015625,jamaican
6,8.797393798828125,33.55202102661133,spanish
7,-49.67707061767578,22.585697174072266,italian
8,6.530275344848633,42.89262771606445,mexican
9,5.330349922180176,-39.67106628417969,italian
10,-32.837615966796875,-31.9158935546875,italian
11,32.82079315185547,-27.46324348449707,chinese
12,-0.7188416719436646,-37.0406608581543,italian
13,10.80886459350586,36.87273406982422,mexican
14,-21.647573471069336,-22.874135971069336,italian
15,41.23133087158203,20.269987106323242,indian
16,-29.473316192626953,35.84811019897461,british
17,-32.31120681762695,-28.659717559814453,italian
18,52.09900665283203,-1.577298641204834,thai
19,37.461544036865234,-7.297589302062988,vietnamese
20,52.13053894042969,0.2799399793148041,thai
21,14.670400619506836,49.583595275878906,mexican
22,-22.359333038330078,5.751242637634277,southern_us
23,42.20003890991211,-21.99524688720703,chinese
24,-8.6320219039917,-41.51420593261719,italian
25,33.99925231933594,-33.06515121459961,chinese
26,32.360984802246094,12.227774620056152,cajun_creole
27,-15.039860725402832,-14.76064395904541,italian
28,26.86104393005371,-9.072033882141113,chinese
29,-16.894960403442383,32.880306243896484,mexican
30,-24.878681182861328,-10.189603805541992,italian
31,17.167495727539062,-7.323575496673584,cajun_creole
32,3.7084298133850098,28.470500946044922,mexican
33,49.77699279785156,3.24483060836792,thai
34,2.502744197845459,-13.947243690490723,italian
35,15.186192512512207,-11.40662956237793,cajun_creole
36,5.337998867034912,-33.33168029785156,italian
37,24.485626220703125,-1.4249849319458008,filipino
38,3.84653377532959,36.89023208618164,southern_us
39,8.125046730041504,-1.6906450986862183,southern_us
40,-36.761409759521484,-29.605592727661133,italian
41,-31.226207733154297,43.58470153808594,brazilian
42,-5.695237636566162,48.66250228881836,mexican
43,28.656190872192383,27.12907600402832,indian
44,13.420654296875,35.58424377441406,mexican
45,-29.8488712310791,9.237860679626465,chinese
46,-21.698511123657227,-29.693159103393555,french
47,-34.208744049072266,0.44307076930999756,southern_us
48,-15.607137680053711,-5.141775608062744,southern_us
49,-13.323914527893066,7.903573989868164,southern_us
50,46.58536148071289,-29.0985050201416,japanese
51,-17.12900733947754,-6.47601842880249,southern_us
52,-15.640615463256836,-47.36329650878906,italian
53,-46.578582763671875,-7.09328031539917,southern_us
54,-19.68143081665039,-35.29381561279297,italian
55,4.625733375549316,5.002342700958252,jamaican
56,-34.05424880981445,8.798954963684082,japanese
57,32.06688690185547,34.03886795043945,indian
58,-30.268857955932617,-28.31558609008789,italian
59,-1.9495890140533447,-48.156150817871094,irish
60,30.61433982849121,-1.9555872678756714,thai
61,46.94660949707031,-17.767663955688477,thai
62,43.33601379394531,27.201969146728516,indian
63,23.916828155517578,6.689136505126953,jamaican
64,6.98982048034668,-22.716838836669922,italian
65,41.01642608642578,7.030126094818115,thai
66,44.366722106933594,-24.842927932739258,korean
67,-51.3803596496582,22.259981155395508,french
68,-39.43722152709961,19.28056526184082,french
69,-3.5649821758270264,9.688344955444336,southern_us
70,-34.98599624633789,-12.611191749572754,spanish
71,28.33730697631836,22.179574966430664,indian
72,32.14867401123047,16.138816833496094,moroccan
73,6.507816314697266,-43.41191864013672,italian
74,3.2204909324645996,-31.490638732910156,italian
75,26.119461059570312,15.109278678894043,moroccan
76,28.48504066467285,19.83881378173828,moroccan
77,-37.57630920410156,36.8748893737793,vietnamese
78,42.855384826660156,-19.1203556060791,japanese
79,14.147944450378418,43.12252426147461,mexican
80,-12.832777976989746,12.48094367980957,cajun_creole
81,-39.4534797668457,12.245176315307617,southern_us
82,-28.157848358154297,-34.69427490234375,french
83,29.904077529907227,23.87000846862793,indian
84,30.790029525756836,39.44675064086914,indian
85,3.0563464164733887,-23.19350242614746,italian
86,-51.474361419677734,4.906471252441406,italian
87,-0.20667770504951477,-30.417585372924805,indian
88,-22.08673095703125,21.158098220825195,korean
89,-6.526046276092529,1.0484858751296997,spanish
90,-25.830659866333008,8.639702796936035,italian
91,-18.30558204650879,8.5723295211792,southern_us
92,-51.4353141784668,-5.178430080413818,southern_us
93,0.8209816813468933,2.6731295585632324,greek
94,-37.72172927856445,21.380342483520508,mexican
95,7.6727824211120605,42.970985412597656,mexican
96,-17.79973793029785,9.372714042663574,southern_us
97,40.17290115356445,20.17210578918457,indian
98,-10.789857864379883,-31.357004165649414,italian
99,-0.19214852154254913,-43.729732513427734,italian
100,-7.054708003997803,-18.66018295288086,italian
101,-9.357810974121094,14.830780982971191,japanese
102,-17.10731315612793,38.10668182373047,italian
103,9.632621765136719,-30.62470817565918,greek
104,44.68230438232422,-7.309075355529785,korean
105,19.1468505859375,13.458399772644043,indian
106,-38.812110900878906,28.25735855102539,mexican
107,-18.314117431640625,-3.6916863918304443,southern_us
108,-35.08890151977539,18.86252784729004,irish
109,27.56151580810547,-22.114648818969727,korean
110,30.116657257080078,-25.4565486907959,chinese
111,6.175056457519531,47.839324951171875,mexican
112,-18.24289321899414,-24.47607421875,southern_us
113,33.222267150878906,0.09809443354606628,chinese
114,-3.3844387531280518,-22.297100067138672,moroccan
115,-46.74311447143555,7.891218185424805,irish
116,38.08988571166992,-24.838396072387695,chinese
117,8.723243713378906,-14.02885913848877,irish
118,-29.052631378173828,24.72881507873535,mexican
119,3.5620925426483154,-42.74907684326172,italian
120,-49.93824768066406,2.546234130859375,italian
121,-22.354232788085938,-41.53300476074219,italian
122,30.65348243713379,7.681482791900635,jamaican
123,-16.733945846557617,42.06230926513672,mexican
124,-19.726280212402344,2.7075822353363037,japanese
125,38.90976333618164,3.3484954833984375,spanish
126,24.893457412719727,-24.042497634887695,chinese
127,-13.240605354309082,49.8067512512207,mexican
128,-36.311370849609375,14.037032127380371,british
129,24.725749969482422,25.28560447692871,indian
130,30.199142456054688,-12.263459205627441,thai
131,-9.581682205200195,-3.800565719604492,southern_us
132,-16.367382049560547,44.9117317199707,mexican
133,-36.0234489440918,20.51544189453125,spanish
134,-21.672977447509766,-19.813045501708984,french
135,-11.746648788452148,-37.01639175415039,italian
136,28.49024772644043,12.48708724975586,indian
137,-26.44731330871582,4.092298984527588,british
138,-8.550024032592773,-28.766983032226562,spanish
139,-14.765249252319336,-41.647743225097656,italian
140,46.5810432434082,-23.828845977783203,korean
141,39.60222244262695,10.351517677307129,indian
142,8.437694549560547,38.48571014404297,mexican
143,-49.7763786315918,8.413743019104004,mexican
144,-34.003807067871094,12.649942398071289,southern_us
145,-8.469443321228027,-39.43088150024414,french
146,11.681975364685059,-6.983541011810303,cajun_creole
147,39.82522201538086,39.241004943847656,indian
148,48.45872116088867,-25.191036224365234,chinese
149,-37.81847381591797,-29.0903263092041,italian
150,-4.220823764801025,-26.722349166870117,italian
151,-49.06342697143555,26.184179306030273,italian
152,-11.8401517868042,4.465558052062988,southern_us
153,-27.90008544921875,27.457263946533203,greek
154,32.16044616699219,-11.623437881469727,japanese
155,-11.330595970153809,14.634401321411133,cajun_creole
156,3.4825844764709473,-16.049245834350586,italian
157,29.903797149658203,-16.081052780151367,korean
158,-3.8896641731262207,28.949308395385742,mexican
159,41.708736419677734,23.925724029541016,indian
160,-17.30617904663086,-35.385990142822266,italian
161,4.156135082244873,24.370410919189453,mexican
162,39.288963317871094,-32.680381774902344,korean
163,43.56241226196289,-16.42112922668457,chinese
164,1.6245203018188477,-29.455310821533203,french
165,38.48182678222656,9.072535514831543,chinese
166,11.73059368133545,0.8457062244415283,spanish
167,33.71284484863281,-16.438068389892578,chinese
168,-2.0284533500671387,-21.49666976928711,spanish
169,33.41917419433594,33.77323532104492,japanese
170,14.568397521972656,21.374380111694336,mexican
171,-20.99823760986328,-5.515279293060303,french
172,47.36637496948242,-28.422199249267578,japanese
173,6.827373027801514,39.16960525512695,mexican
174,-31.50433921813965,-15.874938011169434,italian
175,54.83810043334961,-2.153486490249634,filipino
176,-21.572053909301758,15.683791160583496,southern_us
177,-16.54376983642578,-17.110897064208984,italian
178,-16.60000991821289,-44.5181884765625,italian
179,34.43375015258789,-25.676733016967773,chinese
180,-2.549790143966675,42.90283966064453,mexican
181,-24.739131927490234,32.71146011352539,indian
182,37.9150276184082,-24.443714141845703,korean
183,10.326343536376953,31.090057373046875,mexican
184,9.857362747192383,49.49913024902344,mexican
185,49.811851501464844,-30.285675048828125,japanese
186,-26.720775604248047,-21.96268081665039,greek
187,11.771892547607422,43.317012786865234,mexican
188,-32.863685607910156,-2.38069224357605,southern_us
189,22.145008087158203,-18.903614044189453,chinese
190,-28.01201629638672,-16.04216766357422,british
191,46.44126510620117,-33.90925216674805,japanese
192,-55.76872253417969,19.724088668823242,italian
193,22.25798988342285,45.939002990722656,mexican
194,-33.229087829589844,21.358327865600586,irish
195,15.939120292663574,16.062015533447266,greek
196,17.21384048461914,-9.229528427124023,cajun_creole
197,49.79405212402344,-19.056726455688477,japanese
198,-8.528373718261719,-48.40411376953125,italian
199,-13.748245239257812,10.47073745727539,southern_us
200,-20.26873016357422,10.85166072845459,southern_us
201,2.0387461185455322,12.190093994140625,southern_us
202,5.723591327667236,-31.304611206054688,italian
203,34.86249542236328,38.8760871887207,indian
204,32.46417999267578,-24.108186721801758,chinese
205,35.84025192260742,-24.689041137695312,japanese
206,-3.1602377891540527,41.331382751464844,mexican
207,20.188236236572266,45.104984283447266,mexican
208,-40.627872467041016,3.65922474861145,french
209,14.972658157348633,41.3001823425293,mexican
210,-8.831509590148926,37.38380813598633,mexican
211,-9.755487442016602,-1.441045880317688,irish
212,44.663692474365234,-10.339421272277832,chinese
213,-17.231571197509766,45.34624481201172,mexican
214,15.902796745300293,-37.289363861083984,greek
215,40.03801345825195,-33.41807556152344,korean
216,6.1669020652771,41.793739318847656,mexican
217,22.942108154296875,20.946170806884766,spanish
218,7.52963924407959,-20.468814849853516,italian
219,-32.46683883666992,4.700100898742676,southern_us
220,-9.428915023803711,-39.12690734863281,italian
221,-7.469407081604004,15.391709327697754,mexican
222,-53.928070068359375,21.92116928100586,french
223,-9.506659507751465,31.595928192138672,mexican
224,-40.00056457519531,-13.46165943145752,french
225,39.64571762084961,0.04450967535376549,filipino
226,3.079684257507324,44.33659744262695,mexican
227,-8.695758819580078,45.51925277709961,mexican
228,-32.39999008178711,-13.539907455444336,italian
229,12.805962562561035,35.49965286254883,mexican
230,7.251389026641846,6.8520121574401855,southern_us
231,-38.751216888427734,14.214316368103027,italian
232,53.51976013183594,-19.852310180664062,japanese
233,-14.157601356506348,-19.51186752319336,italian
234,20.19198989868164,38.09306335449219,mexican
235,3.605787992477417,28.170597076416016,mexican
236,-52.45108413696289,16.923297882080078,southern_us
237,-48.262428283691406,-5.595343112945557,southern_us
238,-25.10603141784668,4.802812099456787,italian
239,2.5476138591766357,-26.318037033081055,jamaican
240,2.61838698387146,-50.308414459228516,italian
241,47.02140426635742,-19.911481857299805,korean
242,6.645175457000732,24.744863510131836,southern_us
243,35.14875793457031,18.399442672729492,indian
244,-23.915172576904297,-23.82121467590332,italian
245,38.70969772338867,28.58061408996582,indian
246,2.4550352096557617,21.41819190979004,mexican
247,44.61483383178711,-15.886747360229492,korean
248,-34.163047790527344,5.262022018432617,southern_us
249,53.42335510253906,-5.177134037017822,vietnamese
250,-7.462821006774902,16.095914840698242,korean
251,43.77178192138672,33.43156814575195,indian
252,-51.032020568847656,27.103864669799805,southern_us
253,9.122720718383789,44.69939041137695,mexican
254,16.54721450805664,32.03962326049805,mexican
255,-27.55217742919922,-10.67091178894043,italian
256,-31.844730377197266,-20.025653839111328,italian
257,-34.2358283996582,-4.639564514160156,korean
258,43.31945037841797,8.139738082885742,thai
259,-52.40705108642578,19.383333206176758,southern_us
260,25.399927139282227,-18.57032585144043,chinese
261,-27.93708038330078,7.664186477661133,french
262,5.536250591278076,-32.886573791503906,greek
263,-28.4010066986084,-13.496272087097168,southern_us
264,15.588748931884766,46.9312858581543,mexican
265,41.004554748535156,32.017005920410156,indian
266,-53.19904327392578,-7.483814239501953,southern_us
267,-12.03269100189209,48.86813735961914,mexican
268,52.56298065185547,-31.118288040161133,japanese
269,-44.246280670166016,-7.085036277770996,british
270,22.854713439941406,-25.90536880493164,japanese
271,-10.817936897277832,49.22431945800781,mexican
272,30.468490600585938,-6.9975080490112305,filipino
273,4.207982540130615,24.002798080444336,mexican
274,15.508858680725098,47.088443756103516,mexican
275,43.73592758178711,26.71756362915039,indian
276,-8.962668418884277,-31.311153411865234,mexican
277,36.61256790161133,40.86869812011719,indian
278,-8.8823823928833,-50.79811096191406,greek
279,-11.107542037963867,-20.328571319580078,italian
280,-4.024509429931641,50.18459701538086,mexican
281,38.637081146240234,-25.443815231323242,chinese
282,15.02953815460205,-7.609918594360352,cajun_creole
283,-23.852779388427734,6.044734001159668,italian
284,-28.062503814697266,43.73857498168945,mexican
285,-6.090381145477295,-19.00650405883789,italian
286,-7.487232208251953,-3.95290470123291,italian
287,-12.32569408416748,-32.7866096496582,italian
288,42.950496673583984,-22.43966293334961,chinese
289,-53.152706146240234,13.679207801818848,italian
290,48.37784957885742,7.309134483337402,thai
291,-3.4017016887664795,-32.93602752685547,southern_us
292,-13.334855079650879,-17.749364852905273,italian
293,-6.569986343383789,32.970733642578125,mexican
294,-5.237290859222412,18.94921875,filipino
295,34.83250427246094,23.542274475097656,indian
296,24.738792419433594,-3.373570203781128,filipino
297,-17.618452072143555,-47.43379592895508,italian
298,-34.338714599609375,31.733545303344727,italian
299,14.309245109558105,48.00592803955078,mexican
300,-16.887853622436523,45.63280487060547,mexican
301,-13.157883644104004,-13.454842567443848,italian
302,31.367815017700195,13.420188903808594,indian
303,33.94462966918945,25.296066284179688,indian
304,50.7924690246582,-1.9501394033432007,thai
305,57.082176208496094,4.398861885070801,vietnamese
306,-11.265364646911621,-5.677540302276611,cajun_creole
307,8.30257511138916,40.542388916015625,mexican
308,0.5558329224586487,48.538333892822266,mexican
